//0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		1499.60	0	2.8390	0	34.6850	0	27.648	0	186.8	0	56.0	0	31.00	0	0.02	0	0.000136	0	2.32	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		1399.50	0	2.8714	0	34.6400	0	27.609	0	180.6	0	54.2	0	32.20	0	0.02	0	0.000135	0	2.44	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		1298.80	0	2.9504	0	34.6010	0	27.571	0	175.8	0	52.8	0	33.20	0	0.03	0	0.000140	0	2.29	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		1200.20	0	3.1114	0	34.5550	0	27.520	0	173.1	0	52.2	0	33.90	0	0.02	0	0.000138	0	2.32	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		1099.40	0	3.3723	0	34.5050	0	27.455	0	173.5	0	52.6	0	33.90	0	0.02	0	0.000138	0	2.26	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		999.40	0	3.6534	0	34.4780	0	27.406	0	174.6	0	53.3	0	33.80	0	0.02	0	0.000139	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		979.50	0	3.7220	0	34.4710	0	27.394	0	175.7	0	53.8	0		8	0.01	0	0.000145	0	2.17	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		978.00	0	3.7260	0	34.4700	0	27.393	0	175.9	0	53.8	0		8	0.02	0	0.000140	0	2.19	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		976.00	0	3.7330	0	34.4690	0	27.391	0	176.0	0	53.9	0		8	0.02	0	0.000143	0	2.16	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		974.00	0	3.7380	0	34.4680	0	27.390	0	176.2	0	53.9	0		8	0.02	0	0.000141	0	2.19	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		972.00	0	3.7480	0	34.4660	0	27.387	0	176.4	0	54.0	0		8	0.02	0	0.000141	0	2.17	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		970.00	0	3.7610	0	34.4660	0	27.386	0	176.5	0	54.0	0		8	0.02	0	0.000141	0	2.18	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		968.00	0	3.7730	0	34.4660	0	27.385	0	176.6	0	54.1	0		8	0.02	0	0.000138	0	2.17	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		966.00	0	3.7900	0	34.4660	0	27.383	0	176.5	0	54.1	0		8	0.02	0	0.000143	0	2.19	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		964.00	0	3.7990	0	34.4660	0	27.382	0	176.5	0	54.1	0		8	0.02	0	0.000139	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		962.00	0	3.8080	0	34.4660	0	27.381	0	176.5	0	54.1	0		8	0.02	0	0.000143	0	2.17	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		960.00	0	3.8120	0	34.4660	0	27.381	0	176.4	0	54.1	0		8	0.02	0	0.000140	0	2.16	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		958.00	0	3.8200	0	34.4660	0	27.380	0	176.4	0	54.1	0		8	0.02	0	0.000147	0	2.18	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		956.00	0	3.8290	0	34.4660	0	27.379	0	176.5	0	54.1	0		8	0.02	0	0.000141	0	2.20	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		954.00	0	3.8330	0	34.4650	0	27.378	0	176.4	0	54.1	0		8	0.02	0	0.000143	0	2.16	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		952.00	0	3.8220	0	34.4630	0	27.377	0	176.8	0	54.2	0	33.70	0	0.02	0	0.000144	0	2.17	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		950.00	0	3.8260	0	34.4620	0	27.376	0	176.9	0	54.3	0		8	0.02	0	0.000141	0	2.17	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		948.00	0	3.8070	0	34.4570	0	27.374	0	177.5	0	54.4	0		8	0.02	0	0.000155	0	2.16	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		946.00	0	3.7970	0	34.4540	0	27.373	0	178.2	0	54.6	0		8	0.02	0	0.000141	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		944.00	0	3.7970	0	34.4520	0	27.371	0	178.7	0	54.8	0		8	0.02	0	0.000141	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		942.00	0	3.8030	0	34.4510	0	27.370	0	179.1	0	54.9	0		8	0.02	0	0.000138	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		940.00	0	3.8110	0	34.4500	0	27.368	0	179.3	0	54.9	0		8	0.02	0	0.000141	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		938.00	0	3.8200	0	34.4500	0	27.367	0	179.4	0	55.0	0		8	0.02	0	0.000145	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		936.00	0	3.8340	0	34.4500	0	27.366	0	179.4	0	55.0	0		8	0.02	0	0.000140	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		934.00	0	3.8430	0	34.4500	0	27.365	0	179.3	0	55.0	0		8	0.02	0	0.000141	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		932.00	0	3.8470	0	34.4500	0	27.364	0	179.4	0	55.0	0		8	0.02	0	0.000149	0	2.13	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		930.00	0	3.8670	0	34.4510	0	27.363	0	179.3	0	55.0	0		8	0.02	0	0.000140	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		928.00	0	3.8870	0	34.4520	0	27.362	0	179.1	0	55.0	0		8	0.02	0	0.000149	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		926.00	0	3.8900	0	34.4500	0	27.360	0	179.0	0	55.0	0		8	0.02	0	0.000140	0	2.15	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		924.00	0	3.9040	0	34.4500	0	27.359	0	179.2	0	55.0	0		8	0.02	0	0.000142	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		922.00	0	3.9100	0	34.4470	0	27.356	0	179.3	0	55.1	0		8	0.02	0	0.000142	0	2.16	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		920.00	0	3.8910	0	34.4410	0	27.353	0	180.0	0	55.3	0		8	0.02	0	0.000143	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		918.00	0	3.9020	0	34.4410	0	27.352	0	180.6	0	55.5	0		8	0.02	0	0.000141	0	2.11	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		916.00	0	3.9040	0	34.4400	0	27.351	0	180.8	0	55.6	0		8	0.02	0	0.000143	0	2.08	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		914.00	0	3.9090	0	34.4390	0	27.349	0	181.1	0	55.7	0		8	0.02	0	0.000140	0	2.11	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		912.00	0	3.9130	0	34.4390	0	27.349	0	181.3	0	55.7	0		8	0.02	0	0.000141	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		910.00	0	3.8980	0	34.4360	0	27.348	0	181.5	0	55.8	0		8	0.02	0	0.000144	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		908.00	0	3.9130	0	34.4360	0	27.347	0	181.8	0	55.9	0		8	0.02	0	0.000150	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		906.00	0	3.9430	0	34.4390	0	27.346	0	181.8	0	55.9	0		8	0.02	0	0.000146	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		904.00	0	3.9740	0	34.4420	0	27.345	0	181.2	0	55.8	0		8	0.02	0	0.000164	0	2.13	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		902.00	0	3.9850	0	34.4420	0	27.344	0	180.9	0	55.7	0	33.10	0	0.02	0	0.000142	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		900.00	0	3.9980	0	34.4420	0	27.343	0	180.8	0	55.7	0		8	0.02	0	0.000143	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		897.90	0	4.0230	0	34.4430	0	27.341	0	180.6	0	55.6	0		8	0.02	0	0.000142	0	2.14	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		896.00	0	4.0170	0	34.4420	0	27.341	0	180.6	0	55.6	0		8	0.02	0	0.000146	0	2.16	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		894.00	0	3.9970	0	34.4380	0	27.340	0	180.9	0	55.7	0		8	0.02	0	0.000140	0	2.08	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		892.00	0	4.0040	0	34.4360	0	27.337	0	181.4	0	55.9	0		8	0.02	0	0.000145	0	2.11	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		890.00	0	4.0080	0	34.4360	0	27.337	0	181.7	0	56.0	0		8	0.02	0	0.000140	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		888.00	0	4.0320	0	34.4390	0	27.337	0	181.7	0	56.0	0		8	0.02	0	0.000141	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		886.00	0	4.0600	0	34.4420	0	27.336	0	181.2	0	55.9	0		8	0.02	0	0.000143	0	2.11	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		884.00	0	4.0830	0	34.4430	0	27.335	0	180.7	0	55.8	0		8	0.02	0	0.000141	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		882.00	0	4.0800	0	34.4410	0	27.333	0	180.7	0	55.8	0		8	0.02	0	0.000148	0	2.11	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		880.00	0	4.1070	0	34.4420	0	27.331	0	180.7	0	55.8	0		8	0.01	0	0.000143	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		878.00	0	4.1220	0	34.4410	0	27.329	0	180.7	0	55.8	0		8	0.02	0	0.000143	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		876.00	0	4.1240	0	34.4380	0	27.326	0	181.0	0	55.9	0		8	0.02	0	0.000198	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		874.00	0	4.1300	0	34.4380	0	27.326	0	181.2	0	56.0	0		8	0.02	0	0.000143	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		872.00	0	4.1390	0	34.4380	0	27.325	0	181.4	0	56.0	0		8	0.02	0	0.000140	0	2.11	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		870.00	0	4.1490	0	34.4380	0	27.324	0	181.5	0	56.1	0		8	0.02	0	0.000142	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		868.00	0	4.1520	0	34.4370	0	27.323	0	181.7	0	56.1	0		8	0.02	0	0.000144	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		866.00	0	4.1620	0	34.4360	0	27.321	0	181.8	0	56.2	0		8	0.02	0	0.000142	0	2.13	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		864.00	0	4.1720	0	34.4350	0	27.319	0	182.0	0	56.3	0		8	0.02	0	0.000145	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		862.00	0	4.1780	0	34.4340	0	27.317	0	182.2	0	56.4	0		8	0.02	0	0.000141	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		860.00	0	4.1660	0	34.4310	0	27.316	0	182.6	0	56.4	0		8	0.02	0	0.000143	0	2.08	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		858.00	0	4.1830	0	34.4310	0	27.314	0	183.1	0	56.6	0		8	0.02	0	0.000143	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		856.00	0	4.1950	0	34.4310	0	27.313	0	183.1	0	56.6	0		8	0.02	0	0.000139	0	2.10	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		854.00	0	4.2060	0	34.4290	0	27.310	0	183.3	0	56.7	0		8	0.02	0	0.000143	0	2.06	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		852.00	0	4.2070	0	34.4280	0	27.310	0	183.6	0	56.8	0	32.70	0	0.02	0	0.000145	0	2.09	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		850.00	0	4.2010	0	34.4270	0	27.309	0	184.0	0	56.9	0		8	0.02	0	0.000140	0	2.08	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		848.00	0	4.2030	0	34.4260	0	27.308	0	184.3	0	57.0	0		8	0.02	0	0.000142	0	2.06	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		846.00	0	4.1610	0	34.4170	0	27.306	0	184.9	0	57.2	0		8	0.02	0	0.000143	0	2.07	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		844.00	0	4.1010	0	34.4080	0	27.305	0	186.7	0	57.6	0		8	0.02	0	0.000140	0	2.05	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		842.00	0	4.0710	0	34.4000	0	27.302	0	188.2	0	58.0	0		8	0.02	0	0.000141	0	2.05	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		840.00	0	3.9740	0	34.3860	0	27.301	0	190.5	0	58.6	0		8	0.02	0	0.000142	0	2.02	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		838.00	0	3.9410	0	34.3800	0	27.299	0	192.9	0	59.3	0		8	0.02	0	0.000143	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		836.00	0	3.9120	0	34.3730	0	27.297	0	194.4	0	59.7	0		8	0.01	0	0.000140	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		834.00	0	3.9130	0	34.3710	0	27.295	0	195.6	0	60.1	0		8	0.01	0	0.000146	0	2.01	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		832.00	0	3.9160	0	34.3700	0	27.294	0	196.2	0	60.3	0		8	0.01	0	0.000147	0	1.99	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		830.00	0	3.9220	0	34.3690	0	27.292	0	196.5	0	60.4	0		8	0.01	0	0.000141	0	2.01	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		828.00	0	3.9260	0	34.3690	0	27.292	0	196.7	0	60.4	0		8	0.02	0	0.000141	0	1.97	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		826.00	0	3.9350	0	34.3690	0	27.291	0	196.8	0	60.5	0		8	0.02	0	0.000143	0	1.96	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		824.00	0	3.9770	0	34.3700	0	27.287	0	196.7	0	60.5	0		8	0.01	0	0.000146	0	2.03	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		822.00	0	3.9900	0	34.3710	0	27.287	0	196.6	0	60.5	0		8	0.02	0	0.000142	0	2.02	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		820.00	0	3.9930	0	34.3720	0	27.287	0	196.5	0	60.5	0		8	0.02	0	0.000140	0	2.03	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		818.00	0	3.9940	0	34.3720	0	27.287	0	196.4	0	60.4	0		8	0.01	0	0.000145	0	2.05	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		816.00	0	3.9940	0	34.3720	0	27.287	0	196.3	0	60.4	0		8	0.02	0	0.000141	0	2.03	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		814.00	0	3.9880	0	34.3700	0	27.286	0	196.5	0	60.5	0		8	0.02	0	0.000141	0	2.02	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		812.00	0	3.9850	0	34.3660	0	27.283	0	196.9	0	60.6	0		8	0.02	0	0.000140	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		810.00	0	3.9780	0	34.3630	0	27.282	0	197.6	0	60.8	0		8	0.02	0	0.000140	0	1.95	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		808.00	0	3.9780	0	34.3610	0	27.280	0	198.3	0	61.0	0		8	0.01	0	0.000142	0	2.01	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		806.00	0	4.0000	0	34.3630	0	27.280	0	198.6	0	61.1	0		8	0.01	0	0.000143	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		804.00	0	4.0600	0	34.3690	0	27.278	0	197.8	0	61.0	0		8	0.01	0	0.000151	0	1.97	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		802.00	0	4.0820	0	34.3720	0	27.278	0	197.2	0	60.8	0	32.50	0	0.01	0	0.000143	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		800.00	0	4.0930	0	34.3740	0	27.279	0	196.7	0	60.7	0		8	0.02	0	0.000143	0	1.99	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		798.00	0	4.1000	0	34.3730	0	27.277	0	196.3	0	60.6	0		8	0.02	0	0.000142	0	2.01	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		796.00	0	4.0690	0	34.3680	0	27.276	0	196.9	0	60.7	0		8	0.01	0	0.000141	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		794.00	0	4.0770	0	34.3680	0	27.276	0	197.5	0	60.9	0		8	0.02	0	0.000144	0	2.01	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		792.00	0	4.1170	0	34.3710	0	27.274	0	197.3	0	60.9	0		8	0.01	0	0.000142	0	1.99	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		790.00	0	4.1200	0	34.3710	0	27.273	0	197.0	0	60.8	0		8	0.01	0	0.000141	0	2.02	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		788.00	0	4.1340	0	34.3720	0	27.273	0	197.1	0	60.8	0		8	0.01	0	0.000143	0	2.03	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		786.00	0	4.1400	0	34.3720	0	27.272	0	196.9	0	60.8	0		8	0.02	0	0.000143	0	2.03	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		784.00	0	4.1520	0	34.3720	0	27.271	0	197.0	0	60.9	0		8	0.02	0	0.000150	0	1.97	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		782.00	0	4.1720	0	34.3700	0	27.267	0	197.1	0	60.9	0		8	0.02	0	0.000140	0	1.98	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		780.00	0	4.1810	0	34.3680	0	27.265	0	197.4	0	61.0	0		8	0.01	0	0.000141	0	2.02	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		778.00	0	4.1830	0	34.3640	0	27.261	0	198.1	0	61.2	0		8	0.01	0	0.000144	0	1.96	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		776.00	0	4.1530	0	34.3540	0	27.256	0	199.5	0	61.6	0		8	0.01	0	0.000143	0	1.96	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		774.00	0	4.1410	0	34.3500	0	27.255	0	201.2	0	62.1	0		8	0.01	0	0.000141	0	1.95	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		772.00	0	4.1680	0	34.3510	0	27.252	0	201.9	0	62.4	0		8	0.02	0	0.000159	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		770.00	0	4.1790	0	34.3520	0	27.252	0	202.0	0	62.4	0		8	0.01	0	0.000141	0	1.93	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		768.00	0	4.1890	0	34.3530	0	27.252	0	202.0	0	62.5	0		8	0.02	0	0.000140	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		766.00	0	4.1980	0	34.3530	0	27.251	0	201.9	0	62.4	0		8	0.01	0	0.000144	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		764.00	0	4.2010	0	34.3520	0	27.250	0	202.0	0	62.5	0		8	0.01	0	0.000150	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		762.00	0	4.2120	0	34.3520	0	27.249	0	202.1	0	62.5	0		8	0.01	0	0.000143	0	1.97	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		760.00	0	4.2310	0	34.3530	0	27.247	0	202.1	0	62.5	0		8	0.01	0	0.000140	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		758.00	0	4.2370	0	34.3530	0	27.247	0	202.1	0	62.6	0		8	0.01	0	0.000142	0	1.93	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		756.00	0	4.2430	0	34.3530	0	27.246	0	202.2	0	62.6	0		8	0.01	0	0.000157	0	1.91	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		754.00	0	4.2510	0	34.3520	0	27.244	0	202.3	0	62.6	0		8	0.02	0	0.000140	0	1.95	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		752.00	0	4.2540	0	34.3520	0	27.244	0	202.5	0	62.7	0		8	0.01	0	0.000143	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		750.00	0	4.2760	0	34.3520	0	27.242	0	202.5	0	62.7	0	31.70	0	0.02	0	0.000139	0	1.93	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		748.00	0	4.2980	0	34.3530	0	27.240	0	202.4	0	62.7	0		8	0.01	0	0.000141	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		746.00	0	4.3050	0	34.3530	0	27.240	0	202.5	0	62.8	0		8	0.02	0	0.000145	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		744.00	0	4.2730	0	34.3470	0	27.238	0	203.0	0	62.9	0		8	0.02	0	0.000149	0	1.96	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		742.00	0	4.2830	0	34.3430	0	27.234	0	204.0	0	63.2	0		8	0.01	0	0.000171	0	1.93	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		740.00	0	4.2620	0	34.3390	0	27.233	0	204.9	0	63.4	0		8	0.01	0	0.000139	0	1.94	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		738.00	0	4.2730	0	34.3380	0	27.231	0	205.8	0	63.7	0		8	0.02	0	0.000139	0	1.91	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		736.00	0	4.3080	0	34.3410	0	27.230	0	205.8	0	63.8	0		8	0.01	0	0.000143	0	1.89	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		734.00	0	4.2900	0	34.3360	0	27.228	0	206.0	0	63.8	0		8	0.01	0	0.000145	0	1.92	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		732.00	0	4.2980	0	34.3360	0	27.227	0	206.7	0	64.1	0		8	0.01	0	0.000143	0	1.91	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		730.00	0	4.3270	0	34.3360	0	27.224	0	206.8	0	64.1	0		8	0.02	0	0.000147	0	1.92	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		728.00	0	4.3340	0	34.3360	0	27.223	0	206.9	0	64.2	0		8	0.01	0	0.000141	0	1.93	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		726.00	0	4.3390	0	34.3360	0	27.222	0	207.0	0	64.2	0		8	0.01	0	0.000148	0	1.85	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		724.00	0	4.3570	0	34.3380	0	27.222	0	207.1	0	64.3	0		8	0.01	0	0.000143	0	1.92	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		722.00	0	4.3660	0	34.3370	0	27.220	0	207.0	0	64.3	0		8	0.01	0	0.000142	0	1.91	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		720.00	0	4.3810	0	34.3360	0	27.218	0	207.2	0	64.3	0		8	0.01	0	0.000141	0	1.92	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		718.00	0	4.3930	0	34.3360	0	27.217	0	207.4	0	64.4	0		8	0.01	0	0.000141	0	1.90	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		716.00	0	4.4250	0	34.3390	0	27.216	0	207.5	0	64.5	0		8	0.01	0	0.000148	0	1.87	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		714.00	0	4.4520	0	34.3410	0	27.214	0	207.1	0	64.4	0		8	0.01	0	0.000149	0	1.92	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		712.00	0	4.4540	0	34.3420	0	27.215	0	207.1	0	64.4	0		8	0.01	0	0.000143	0	1.93	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		710.00	0	4.4640	0	34.3400	0	27.212	0	207.0	0	64.4	0		8	0.02	0	0.000141	0	1.89	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		708.10	0	4.4280	0	34.3320	0	27.210	0	207.7	0	64.6	0		8	0.01	0	0.000143	0	1.89	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		706.00	0	4.4150	0	34.3290	0	27.209	0	208.7	0	64.9	0		8	0.00	0	0.000141	0	1.87	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		704.00	0	4.4060	0	34.3260	0	27.207	0	209.7	0	65.2	0		8	0.01	0	0.000141	0	1.87	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		702.00	0	4.4080	0	34.3240	0	27.205	0	210.3	0	65.3	0	31.20	0	0.02	0	0.000145	0	1.90	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		700.00	0	4.3610	0	34.3160	0	27.204	0	211.6	0	65.7	0		8	0.01	0	0.000146	0	1.86	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		698.00	0	4.2820	0	34.3010	0	27.201	0	213.5	0	66.1	0		8	0.01	0	0.000143	0	1.84	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		696.00	0	4.2480	0	34.2930	0	27.198	0	216.0	0	66.8	0		8	0.01	0	0.000143	0	1.81	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		694.00	0	4.2440	0	34.2910	0	27.197	0	217.4	0	67.3	0		8	0.01	0	0.000144	0	1.82	0
0037SoOcn	2	C	12/11/2014	04:13	11.215	-39.361		692.00	0	4.2680	0	34.2920	0	27.195	0	217.9	0	67.5	0		8	0.01	0	0.000142	0	1.84	0
